Product,Category,LeasableStatus,Category Predicted by Model
herters target 380 automatic colt pistol 95 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
herters target 40 sw 180 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Mobiles & Tablets/Accessories/Phone Cases
winchester usa 9mm 147 grain handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Food Preparation
winchester usa ready 45 acp 230 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
federal champion brass 9mm luger 115 grain centerfire handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home & Living/Outdoor & Garden/Lawn & Garden
federal premium personal defense 9mm luger 124 grain hst handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Face
remington umc 9mm luger 115 grain fmj handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Health & Beauty/Men's Care/Shaving
aguila 380 auto 95 grain fmj handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
federal american eagle 9mm luger 115 grain fmj centerfire handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Other Home Decorations
cci shotshell 38 special 9 shot centerfire handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home & Living/Furniture/Living Room Furniture
winchester 45 acp 230 grain fmj handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
winchester super x silvertip hp 9mm luger 147 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
winchester usa ready 9mm luger 115 grain handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home & Living/Furniture/Kitchen & Dining Furniture
hornady critical duty tactical handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
hornady critical defense 380 auto 90 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,"Home & Living/Kitchen & Dining/Coffee, Tea & Espresso"
cci blazer brass 40 sw 180 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Paint Supplies
cci blazer 10mm 180 grain fmj handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Fashion/Women/Clothing
sig sauer elite performance v crown handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,"TV, Audio / Video, Gaming & Wearables/Televisions/LED Televisions"
federal american eagle 44 remington magnum 240 grain jacketed hollow point centerfire handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Other Home Decorations
cci mini mag 22 lr 36 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
remington thunderbolt 22 lr 40 grain lead round nose rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,TRUE,"TV, Audio / Video, Gaming & Wearables/Audio/Home Entertainment"
federal auto match target ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Fashion/Women/Accessories
herters target rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,"TV, Audio / Video, Gaming & Wearables/Gaming/PS4"
remington bucket o bullets 22 lr 36 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Fashion/Men/Bags
federal punch flat nose 22 lr 29 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
cci 22 lr 40 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
hornady 22 wmr v max rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Fashion/Women/Clothing
remington golden bullet 22 lr 36 grain plated hollow point rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Watches Sunglasses Jewellery/Jewellery/Women
hornady 17 hmr v max bullets rimfire magnum,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Fashion/Women/Clothing
cci mini mag 22 lr 40 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
aguila superextra high velocity rimfire ammo 101433109,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Hardware
cci stinger rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Health & Beauty/Food Supplements/Sports Nutrition
cci hollow point 22 short 27 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Fashion/Women/Bags
cci mini mag 22 lr 40 grain rimfire ammo 101373626,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
aguila subsonic rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Food Preparation
cci 22 wmr 40 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Food Preparation
federal range pack 22 lr 40 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Rice Cookers & Steamers
cci standard velocity 22 lr 40 grain lead round nose rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,TRUE,"TV, Audio / Video, Gaming & Wearables/Audio/Portable Players"
cci tactical 22 lr 40 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
remington golden bullet 22 lr 40 grain round nose rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Watches Sunglasses Jewellery/Jewellery/Women
hornady 17 hmr 20 grain xtp rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Food Preparation
cci blazer 22 lr 40 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Fashion/Women/Clothing
cci shotshell 22 lr 31 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
federal champion 22 lr rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,TRUE,Home & Living/Furniture/Bedroom Furniture
cci quiet 22 semi auto 22 lr 32 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,TRUE,Mobiles & Tablets/Accessories/Cables
aguila standard velocity rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Bakeware & Pastries
cci 22 wmr 40 grain tmj rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Food Preparation
winchester 22 long rifle 36 grain copper plated hollow point rimfire ammo 101450033,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Watches Sunglasses Jewellery/Jewellery/Women
winchester super suppressed rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,"Fashion/Women/Lingerie, Sleep & Lounge"
cci quiet 22 segmented hp 22 lr 40 grain rimfire rifle ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Electrical/overwritten
federal champion byob 22 lr 36 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,TRUE,Home & Living/Furniture/Bedroom Furniture
winchester super x buckshot shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,"Fashion/Women/Lingerie, Sleep & Lounge"
herters hunting buckshot shotgun shells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,TRUE,Mobiles & Tablets/Accessories/Cables
hornady sst shotgun slug shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Electrical
winchester super x rifled slug shotgun ammo,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Fashion/Men/Bags
winchester super x high brass game loads shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,TRUE,Home & Living/Outdoor & Garden/Lawn & Garden
herters rifled slug shotgun shells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Mobiles & Tablets/Accessories/Cables/overwritten
winchester aa supersport sporting clays shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Fashion/Women/Bags
federal shorty buckshot shotgun shells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,TRUE,Mobiles & Tablets/Accessories/Cables
herters pheasant shotgun shells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,TRUE,Mobiles & Tablets/Accessories/Cables
herters dove quail shotgun shells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Electrical
winchester aa super handicap heavy target load shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,TRUE,Home & Living/Outdoor & Garden/Lawn & Garden
remington premier accutip bonded sabot slugs,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Mobiles & Tablets/Accessories/Phone Cases
remington express magnum buckshot,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,TRUE,"TV, Audio / Video, Gaming & Wearables/Audio/Portable Players"
remington gun club target loads,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Power Tools Accessories
federal premium game shok game load 12 ga shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,"TV, Audio / Video, Gaming & Wearables/Gaming/Gaming Accessories"
kent protrial field blanks,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Décor/Safety & Security
federal premium vital shok truball rifled slug shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Makeup Accessories
fiocchi golden waterfowl steel load shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,TRUE,Home Appliances/Large Appliances/Hoods
herters turkey tss shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
winchester nwtf 50th anniversary edition long beard xr turkey shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Décor/Measuring & Levelling
herters target shotgun shells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,TRUE,Mobiles & Tablets/Accessories/Cables
herters waterfowl steel shotgun shells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Safety & Security
winchester aa heavy target loads shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Home & Living/Stationery/Writing Utensils
hornady american whitetail sabot slug shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Bakeware & Pastries
federal upland steel shotgun ammo,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Electrical
federal premium game shok game load shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,"TV, Audio / Video, Gaming & Wearables/Gaming/PS4"
winchester super x magnum buckshot shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,"Fashion/Women/Lingerie, Sleep & Lounge"
federal power shok buckshot shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Health & Beauty/Food Supplements/Beauty Supplements
winchester aa target loads shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Watches Sunglasses Jewellery/Jewellery/Women
winchester super x xpert hi velocity game and target steel shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,"TV, Audio / Video, Gaming & Wearables/Gaming/Gaming Accessories"
kent fasteel precision plated steel shot shells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Safety & Security
hevi shot magnum blend turkey load shotshells,Shotgun Shells &amp; Hunting Ammunition | Bass Pro Shops,FALSE,Home & Living/Stationery/Writing Utensils
starline unprimed rifle brass,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Hardware
starline unprimed pistol brass,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Home Décor/Hardware
x treme bullets copper plated pistol bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Home Décor/Safety & Security
hornady eld x rifle bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Fashion/Women/Clothing
berrys bulk jacketed rifle bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
berrys preferred plated pistol bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Watches Sunglasses Jewellery/Watches/Women
hornady eld match rifle bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Fashion/Women/Muslim Wear
hornady fmj rifle bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Fashion/Women/Clothing
hornady unprimed brass rifle cartridge cases,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Safety & Security
sierra tipped gameking rifle bullets 100376893,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
hornady xtp pistol bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,"TV, Audio / Video, Gaming & Wearables/TV Accessories/Wall Mounts & Protectors"
berrys 300 blackout sp bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Home Décor/Safety & Security
hornady rn centerfire pistol bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,"TV, Audio / Video, Gaming & Wearables/TV Accessories/Wall Mounts & Protectors"
winchester bulk brass unprimed handgun shellcase metallic components for pistols,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
sierra gameking rifle bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Stationery/School & Office Accessories
sig sauer unprimed rifle brass,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Hardware
nosler ballistic tip hunting bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Stationery/Paper Products
hornady v max rifle bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Fashion/Men/Bags
barnes tipped triple shock x bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
sierra varminter rifle bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Stationery/School & Office Accessories
hornady interlock rifle bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Fashion/Women/Clothing
barnes tsx triple shock x bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Stationery/School & Office Accessories
sierra pro hunter rifle bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Health & Beauty/Food Supplements/Sports Nutrition
nosler ballistic tip varmint bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Stationery/Paper Products
sierra 6mm 243 caliber rifle bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Power Tools Accessories/overwritten
hornady sst bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home Appliances/Small Kitchen Appliances/Food Preparation/overwritten
hornady varmint rifle bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Fashion/Women/Clothing
nosler custom competition bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
sierra matchking rifle bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Stationery/School & Office Accessories
berger bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home Appliances/Small Kitchen Appliances/Food Preparation/overwritten
hornady hap competition handgun bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Home & Living/Furniture/Bedroom Furniture/overwritten
hornady match bullets,Reloading Bullets &amp; Reloading Brass | Bass Pro Shops,FALSE,Fashion/Women/Muslim Wear
rcbs rifle die sets,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
lee pacesetter rifle dies,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
lee deluxe carbide pistol four die set,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Home Décor/Power Tools Accessories
rcbs shell holders,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Fashion/Women/Clothing
rcbs ar series small base two die set with taper crimp,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Other Home Decorations
rcbs expander decapping unit,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,TRUE,"TV, Audio / Video, Gaming & Wearables/Televisions/LED Televisions"
hornady shell holders kit,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Cameras/Camera Accessories/Tripods & Monopods
hornady series i 2 die rifle sets,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Hand Tools/overwritten
rcbs shell holder rack,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,TRUE,Home & Living/Furniture/Kitchen & Dining Furniture
hornady lock n load die bushing,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Food Preparation
frankford arsenal stainless steel media pins,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Watches Sunglasses Jewellery/Jewellery/Women
hornady universal decapping die,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Hand Tools
rcbs stuck case remover,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Mobiles & Tablets/Accessories/Phone Cases
rcbs 3 die carbide sets,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Power Tools Accessories
lee universal shell holder set,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Home Décor/Hardware
lee auto prime shell holder set,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Mobiles & Tablets/Accessories/Phone Cases
lee factory rifle crimp dies,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Stationery/School & Office Accessories
lee breech lock quick change bushings,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Hardware
hornady pistol bullet feeder dies,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
rcbs 3 piece 350 legend roll crimp rifle die set,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Stationery/School & Office Accessories
rcbs 3 die taper crimp rifle die set,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Electrical/overwritten
lee carbide factory crimp dies pistol and revolver,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Home Décor/Safety & Security
lee three die pistol die set,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
hornady shell plates,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Home Décor/Hardware
rcbs neck sizer dies,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Fashion/Women/Clothing
lee replacement turret,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Stationery/Novelty
hornady series ii 3 die rifle set,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Safety & Security
rcbs tungsten carbide pistol 3 die sets,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Home Décor/Wall Art
rcbs small base rifle two die sets,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Other Home Decorations/overwritten
hornady series ii 3 die pistol sets,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,TRUE,"TV, Audio / Video, Gaming & Wearables/Wearable Technology/Smart Watches"
hornady pocket swage tool,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Safety & Security
rcbs replacement headed decapping pins,Reloading Dies &amp; Shotgun Shellholders | Bass Pro Shops,TRUE,"TV, Audio / Video, Gaming & Wearables/Audio/Live Sound & Stage"
hodgdon cfe 223 rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Face
hodgdon h4831sc rifle powders,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Fashion/Women/Clothing
imr 4895 smokeless reloading powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Food Supplements/Beauty Supplements
cci standard primers,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,"TV, Audio / Video, Gaming & Wearables/Gaming/PS4"
winchester 41 small rifle primers for 556mm,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
hodgdon shotgun and pistol powder,Reloading Primers &amp; Powders | Bass Pro Shops,TRUE,Mobiles & Tablets/Accessories/Cables
hodgdon titegroup pistol reloading powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Face
ramshot tac smokeless rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Home & Living/Stationery/Paper Products
hodgdon smokeless reloading powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Beauty Tools/Skin Care Tools
winchester 296 smokeless propellant reloading powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Beauty Tools/Skin Care Tools
hodgdon h4350 smokeless reloading powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Beauty Tools/Skin Care Tools
hodgdon hornady leverevolution rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Face
hodgdon hornady superformance rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Face
winchester pistol or rifle primers,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
winchester staball 65 precision rifle ball powder smokeless propellant,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Home & Living/Stationery/Writing Utensils
hodgdon bl c2 smokeless rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Eyes
winchester wst super target smokeless propellant reloading powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
ramshot x terminator smokeless rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Eyes
ramshot silhouette smokeless pistol powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Eyes
accurate 1680 smokeless rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Eyes
imr 4227 smokeless reloading powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Food Supplements/Beauty Supplements
accurate 2700 smokeless rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Eyes
accurate 2200 smokeless rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Eyes
accurate 2495 smokeless rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Eyes
accurate 2230 smokeless rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Eyes
winchester winclean 244 ball powder smokeless propellant,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Home & Living/Home Décor/Hand Tools
accurate no 11fs smokeless pistol powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Nails
accurate 2015 smokeless rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Eyes
accurate 4350 smokeless rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Eyes
hodgdon us 869 smokeless rifle powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Home & Living/Stationery/Novelty
winchester super handicap ball powder smokeless propellent,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Home & Living/Stationery/Writing Utensils
imr 4350 smokeless reloading powder,Reloading Primers &amp; Powders | Bass Pro Shops,FALSE,Health & Beauty/Food Supplements/Beauty Supplements
